id,arrival_time,departure_time,sequence,stop_id,route_id
SER_02f9_4141_13,12:23:44,12:23:44,13,4141,SER_02f9
SER_02f9_1234_14,12:26:46,12:26:46,14,1234,SER_02f9
SER_02f9_1812_15,12:29:14,12:29:14,15,1812,SER_02f9
SER_02f9_1431_16,12:30:57,12:30:57,16,1431,SER_02f9
SER_02f9_1907_17,12:33:04,12:33:04,17,1907,SER_02f9
SER_02f9_3943_18,12:35:44,12:35:44,18,3943,SER_02f9
SER_02f9_3625_19,12:36:50,12:36:50,19,3625,SER_02f9
SER_02f9_4524_20,12:37:49,12:37:49,20,4524,SER_02f9
SER_02f9_386_21,12:38:21,12:38:21,21,386,SER_02f9
SER_02f9_3248_22,12:40:02,12:40:02,22,3248,SER_02f9
SER_02f9_1252_23,12:41:50,12:41:50,23,1252,SER_02f9
SER_02f9_2700_24,12:42:51,12:42:51,24,2700,SER_02f9
SER_02f9_1154_25,12:44:37,12:44:37,25,1154,SER_02f9
SER_031b_341_0,07:10:48,07:10:48,0,341,SER_031b
SER_031b_3029_1,07:14:09,07:14:09,1,3029,SER_031b
SER_031b_1236_2,08:16:25,08:16:25,2,1236,SER_031b
SER_031b_2283_3,08:35:04,08:35:04,3,2283,SER_031b
SER_031b_4365_4,08:48:29,08:48:29,4,4365,SER_031b
SER_031b_4236_5,08:50:51,08:50:51,5,4236,SER_031b
SER_031b_295_6,09:19:58,09:19:58,6,295,SER_031b
SER_031b_873_7,15:06:08,15:06:08,7,873,SER_031b
SER_031b_958_8,17:32:17,17:32:17,8,958,SER_031b
SER_031b_3434_9,17:35:16,17:35:16,9,3434,SER_031b
SER_031b_2330_10,17:38:48,17:38:48,10,2330,SER_031b
SER_031b_4158_11,17:40:29,17:40:29,11,4158,SER_031b
SER_031b_537_12,17:42:06,17:42:06,12,537,SER_031b
SER_031b_2909_13,17:43:10,17:43:10,13,2909,SER_031b
SER_031b_4751_14,17:44:31,17:44:31,14,4751,SER_031b
SER_031b_4601_15,17:47:00,17:47:00,15,4601,SER_031b
SER_031b_4657_16,17:47:55,17:47:55,16,4657,SER_031b
SER_031b_3415_17,17:48:43,17:48:43,17,3415,SER_031b
SER_031b_185_18,17:50:16,17:50:16,18,185,SER_031b
SER_031b_3470_19,17:51:57,17:51:57,19,3470,SER_031b
SER_031b_2275_20,17:53:51,17:53:51,20,2275,SER_031b
SER_031b_1917_21,17:55:45,17:55:45,21,1917,SER_031b
SER_031b_4057_22,17:57:49,17:57:49,22,4057,SER_031b
SER_031b_1280_23,17:58:50,17:58:50,23,1280,SER_031b
SER_031b_3865_24,18:02:53,18:02:53,24,3865,SER_031b
SER_031b_4151_25,18:03:58,18:03:58,25,4151,SER_031b
SER_031b_3265_26,18:05:13,18:05:13,26,3265,SER_031b
SER_031b_1203_27,18:06:53,18:06:53,27,1203,SER_031b
SER_031b_860_28,18:08:50,18:08:50,28,860,SER_031b
SER_031b_2115_29,18:10:34,18:10:34,29,2115,SER_031b
SER_031b_1959_30,18:11:21,18:11:21,30,1959,SER_031b
SER_031b_4580_31,18:13:42,18:13:42,31,4580,SER_031b
SER_031b_500_32,18:15:08,18:15:08,32,500,SER_031b
SER_031b_3771_33,18:16:45,18:16:45,33,3771,SER_031b
SER_031b_3760_34,18:18:17,18:18:17,34,3760,SER_031b
SER_031b_3758_35,18:19:46,18:19:46,35,3758,SER_031b
SER_031b_4587_36,18:20:57,18:20:57,36,4587,SER_031b
SER_031b_3972_37,18:22:59,18:22:59,37,3972,SER_031b
SER_031b_1051_38,18:24:34,18:24:34,38,1051,SER_031b
SER_031b_1759_39,18:26:44,18:26:44,39,1759,SER_031b
SER_031b_468_40,18:29:02,18:29:02,40,468,SER_031b
SER_031b_987_41,18:30:59,18:30:59,41,987,SER_031b
SER_031b_2444_42,18:35:10,18:35:10,42,2444,SER_031b
SER_031b_3104_43,18:35:59,18:35:59,43,3104,SER_031b
SER_031b_1089_44,18:37:32,18:37:32,44,1089,SER_031b
SER_031b_1979_45,18:41:39,18:41:39,45,1979,SER_031b
SER_031b_4389_46,18:43:31,18:43:31,46,4389,SER_031b
SER_031b_2531_47,18:45:08,18:45:08,47,2531,SER_031b
SER_031b_1129_48,18:46:15,18:46:15,48,1129,SER_031b
SER_031b_1120_49,18:48:06,18:48:06,49,1120,SER_031b
SER_031b_4008_50,18:48:59,18:48:59,50,4008,SER_031b
SER_031b_699_51,18:50:12,18:50:12,51,699,SER_031b
SER_031b_1919_52,18:52:56,18:52:56,52,1919,SER_031b
SER_031b_670_53,18:53:41,18:53:41,53,670,SER_031b
SER_031b_1214_54,18:56:42,18:56:42,54,1214,SER_031b
SER_031b_2245_55,18:57:40,18:57:40,55,2245,SER_031b
SER_031b_297_56,19:01:01,19:01:01,56,297,SER_031b
SER_031b_1311_57,19:01:57,19:01:57,57,1311,SER_031b
SER_031b_1637_58,19:03:30,19:03:30,58,1637,SER_031b
SER_031b_3889_59,19:05:02,19:05:02,59,3889,SER_031b
SER_031b_3987_60,19:06:03,19:06:03,60,3987,SER_031b
SER_031b_3655_61,19:07:33,19:07:33,61,3655,SER_031b
SER_031b_2678_62,19:08:25,19:08:25,62,2678,SER_031b
SER_031b_1330_63,19:12:10,19:12:10,63,1330,SER_031b
SER_031b_3651_64,19:15:40,19:15:40,64,3651,SER_031b
SER_031b_1614_65,19:16:16,19:16:16,65,1614,SER_031b
SER_031b_2729_66,19:18:55,19:18:55,66,2729,SER_031b
SER_031b_1560_67,19:19:48,19:19:48,67,1560,SER_031b
SER_031b_3058_68,19:21:07,19:21:07,68,3058,SER_031b
SER_031b_2853_69,19:22:07,19:22:07,69,2853,SER_031b
SER_031b_3375_70,19:23:20,19:23:20,70,3375,SER_031b
SER_031b_1823_71,19:26:07,19:26:07,71,1823,SER_031b
SER_031b_423_72,19:27:39,19:27:39,72,423,SER_031b
SER_031b_4417_73,19:29:34,19:29:34,73,4417,SER_031b
SER_031b_222_74,19:30:09,19:30:09,74,222,SER_031b
SER_031b_133_75,19:30:48,19:30:48,75,133,SER_031b
SER_031b_676_76,19:32:26,19:32:26,76,676,SER_031b
SER_031b_2235_77,19:33:47,19:33:47,77,2235,SER_031b
SER_031b_451_78,19:34:29,19:34:29,78,451,SER_031b
SER_031b_1144_79,19:35:37,19:35:37,79,1144,SER_031b
SER_031b_4056_80,19:36:27,19:36:27,80,4056,SER_031b
SER_031b_4479_81,19:37:31,19:37:31,81,4479,SER_031b
SER_031b_1720_82,19:38:19,19:38:19,82,1720,SER_031b
SER_031b_4020_83,19:40:56,19:40:56,83,4020,SER_031b
SER_031b_1217_84,19:41:53,19:41:53,84,1217,SER_031b
SER_031b_3514_85,19:43:50,19:43:50,85,3514,SER_031b
SER_031b_149_86,19:46:10,19:46:10,86,149,SER_031b
SER_031b_2327_87,19:47:23,19:47:23,87,2327,SER_031b
SER_031b_709_88,19:48:33,19:48:33,88,709,SER_031b
SER_031b_2974_89,19:48:36,19:48:36,89,2974,SER_031b
SER_031b_896_90,19:49:35,19:49:35,90,896,SER_031b
SER_031b_1162_91,19:51:36,19:51:36,91,1162,SER_031b
SER_031b_4536_92,19:52:33,19:52:33,92,4536,SER_031b
SER_031b_3614_93,19:55:13,19:55:13,93,3614,SER_031b
SER_031b_334_94,19:57:13,19:57:13,94,334,SER_031b
SER_031b_5004_95,19:59:56,19:59:56,95,5004,SER_031b
SER_031b_4567_96,20:10:08,20:10:08,96,4567,SER_031b
SER_0353_4041_0,18:23:11,18:23:11,0,4041,SER_0353
SER_0353_528_1,19:07:06,19:07:06,1,528,SER_0353
SER_0353_4561_2,19:10:13,19:10:13,2,4561,SER_0353
SER_0353_4132_3,19:11:38,19:11:38,3,4132,SER_0353
SER_0353_894_4,19:12:43,19:12:43,4,894,SER_0353
SER_0353_3688_5,19:14:20,19:14:20,5,3688,SER_0353
SER_0353_3778_6,19:16:23,19:16:23,6,3778,SER_0353
SER_0353_4002_7,19:17:37,19:17:37,7,4002,SER_0353
SER_0353_4437_8,19:18:14,19:18:14,8,4437,SER_0353
SER_0353_521_9,19:19:48,19:19:48,9,521,SER_0353
SER_0353_3607_10,19:21:27,19:21:27,10,3607,SER_0353
SER_03cd_2503_0,07:47:29,07:47:29,0,2503,SER_03cd
SER_03cd_2138_1,07:53:11,07:53:11,1,2138,SER_03cd
SER_03cd_2470_2,07:54:20,07:54:20,2,2470,SER_03cd
SER_03cd_4386_3,07:56:03,07:56:03,3,4386,SER_03cd
SER_03cd_2430_4,07:57:25,07:57:25,4,2430,SER_03cd
SER_03cd_2268_5,07:58:13,07:58:13,5,2268,SER_03cd
SER_03cd_72_6,07:59:04,07:59:04,6,72,SER_03cd
SER_03cd_1163_7,07:59:54,07:59:54,7,1163,SER_03cd
SER_03cd_3565_8,08:00:54,08:00:54,8,3565,SER_03cd
SER_03cd_158_9,08:02:18,08:02:18,9,158,SER_03cd
SER_03cd_1651_10,08:02:58,08:02:58,10,1651,SER_03cd
SER_03cd_4184_11,08:05:31,08:05:31,11,4184,SER_03cd
SER_03cd_68_12,08:07:13,08:07:13,12,68,SER_03cd
SER_03cd_1146_13,08:08:37,08:08:37,13,1146,SER_03cd
SER_03cd_3636_14,08:09:49,08:09:49,14,3636,SER_03cd
SER_03cd_231_15,08:11:02,08:11:02,15,231,SER_03cd
SER_03cd_2992_16,08:12:19,08:12:19,16,2992,SER_03cd
SER_03cd_2696_17,08:13:08,08:13:08,17,2696,SER_03cd
SER_03cd_563_18,08:15:12,08:15:12,18,563,SER_03cd
SER_03cd_821_19,08:16:59,08:16:59,19,821,SER_03cd
SER_03cd_3435_20,08:19:19,08:19:19,20,3435,SER_03cd
SER_03cd_4127_21,08:20:02,08:20:02,21,4127,SER_03cd
SER_03cd_3641_22,08:22:30,08:22:30,22,3641,SER_03cd
SER_03cd_1537_23,08:36:31,08:36:31,23,1537,SER_03cd
SER_03cd_2175_24,08:39:43,08:39:43,24,2175,SER_03cd
SER_03cd_4459_25,08:44:19,08:44:19,25,4459,SER_03cd
SER_03cd_2799_26,08:48:13,08:48:13,26,2799,SER_03cd
SER_03cd_3135_27,08:50:09,08:50:09,27,3135,SER_03cd
SER_03cd_2732_28,08:52:56,08:52:56,28,2732,SER_03cd
SER_058d_5004_1,19:40:18,19:40:18,1,5004,SER_058d
SER_058d_790_2,19:46:53,19:46:53,2,790,SER_058d
SER_058d_2171_3,19:47:43,19:47:43,3,2171,SER_058d
SER_058d_3867_4,19:49:00,19:49:00,4,3867,SER_058d
SER_058d_3621_5,19:51:55,19:51:55,5,3621,SER_058d
SER_058d_1886_6,19:53:05,19:53:05,6,1886,SER_058d
SER_058d_430_7,19:54:31,19:54:31,7,430,SER_058d
SER_058d_3925_8,19:56:44,19:56:44,8,3925,SER_058d
SER_058d_486_9,19:58:22,19:58:22,9,486,SER_058d
SER_058d_1209_10,20:00:35,20:00:35,10,1209,SER_058d
SER_058d_1_11,20:01:33,20:01:33,11,1,SER_058d
SER_058d_1988_12,20:02:59,20:02:59,12,1988,SER_058d
SER_058d_2982_13,20:06:20,20:06:20,13,2982,SER_058d
SER_058d_3791_14,20:07:29,20:07:29,14,3791,SER_058d
SER_058d_1601_15,20:08:50,20:08:50,15,1601,SER_058d
SER_058d_331_16,20:10:14,20:10:14,16,331,SER_058d
SER_058d_4062_17,20:11:57,20:11:57,17,4062,SER_058d
SER_058d_4284_18,20:13:40,20:13:40,18,4284,SER_058d
SER_058d_4065_19,20:15:17,20:15:17,19,4065,SER_058d
SER_058d_596_20,20:17:01,20:17:01,20,596,SER_058d
SER_058d_2901_21,20:19:11,20:19:11,21,2901,SER_058d
SER_058d_3553_22,20:19:48,20:19:48,22,3553,SER_058d
SER_058d_2516_23,20:21:07,20:21:07,23,2516,SER_058d
SER_058d_1248_24,20:23:20,20:23:20,24,1248,SER_058d
SER_06f2_3761_0,07:34:26,07:34:26,0,3761,SER_06f2
SER_06f2_3127_1,07:38:19,07:38:19,1,3127,SER_06f2
SER_06f2_3526_2,07:40:10,07:40:10,2,3526,SER_06f2
SER_06f2_2143_3,07:42:24,07:42:24,3,2143,SER_06f2
SER_06f2_1427_4,07:44:12,07:44:12,4,1427,SER_06f2
SER_06f2_4326_5,07:45:05,07:45:05,5,4326,SER_06f2
SER_06f2_4576_6,07:47:50,07:47:50,6,4576,SER_06f2
SER_06f2_3320_7,07:48:56,07:48:56,7,3320,SER_06f2
SER_06f2_2222_8,07:50:22,07:50:22,8,2222,SER_06f2
SER_06f2_1676_9,07:51:15,07:51:15,9,1676,SER_06f2
SER_06f2_582_10,07:54:05,07:54:05,10,582,SER_06f2
SER_06f2_2744_11,07:55:08,07:55:08,11,2744,SER_06f2
SER_0705_4297_0,08:12:09,08:12:09,0,4297,SER_0705
SER_0705_2053_1,08:13:37,08:13:37,1,2053,SER_0705
SER_0705_1070_2,08:15:40,08:15:40,2,1070,SER_0705
SER_0705_3245_3,08:18:01,08:18:01,3,3245,SER_0705
SER_0705_977_4,08:19:39,08:19:39,4,977,SER_0705
SER_0705_2695_5,08:20:50,08:20:50,5,2695,SER_0705
SER_0705_1185_6,08:21:47,08:21:47,6,1185,SER_0705
SER_0705_2963_7,08:24:25,08:24:25,7,2963,SER_0705
SER_0705_1261_8,08:26:01,08:26:01,8,1261,SER_0705
SER_0705_4360_9,08:28:17,08:28:17,9,4360,SER_0705
SER_0705_963_10,08:29:29,08:29:29,10,963,SER_0705
SER_0705_3490_11,08:29:52,08:29:52,11,3490,SER_0705
SER_0849_1403_0,07:08:17,07:08:17,0,1403,SER_0849
SER_0849_2517_1,17:57:50,17:57:50,1,2517,SER_0849
SER_0849_3727_2,18:03:42,18:03:42,2,3727,SER_0849
SER_0849_3503_3,18:04:55,18:04:55,3,3503,SER_0849
SER_0849_3017_4,18:06:56,18:06:56,4,3017,SER_0849
SER_0849_559_5,18:08:25,18:08:25,5,559,SER_0849
SER_0849_3877_6,18:09:17,18:09:17,6,3877,SER_0849
SER_0849_21_7,18:10:45,18:10:45,7,21,SER_0849
SER_0849_3373_8,18:14:13,18:14:13,8,3373,SER_0849
SER_0849_482_9,18:15:13,18:15:13,9,482,SER_0849
SER_0849_2628_10,18:18:10,18:18:10,10,2628,SER_0849
SER_0849_886_11,18:20:41,18:20:41,11,886,SER_0849
SER_0849_4535_12,18:22:10,18:22:10,12,4535,SER_0849
SER_0849_3847_13,18:23:46,18:23:46,13,3847,SER_0849
SER_0849_3618_14,18:24:27,18:24:27,14,3618,SER_0849
SER_0849_3982_15,18:26:12,18:26:12,15,3982,SER_0849
SER_0849_349_16,18:28:06,18:28:06,16,349,SER_0849
SER_0849_4297_17,18:28:34,18:28:34,17,4297,SER_0849
SER_0849_2053_18,18:31:09,18:31:09,18,2053,SER_0849
SER_0849_1070_19,18:32:04,18:32:04,19,1070,SER_0849
SER_0849_3245_20,18:33:36,18:33:36,20,3245,SER_0849
SER_0849_977_21,18:35:46,18:35:46,21,977,SER_0849
SER_0849_2695_22,18:37:20,18:37:20,22,2695,SER_0849
SER_0849_1185_23,18:38:32,18:38:32,23,1185,SER_0849
SER_0849_2963_24,18:40:08,18:40:08,24,2963,SER_0849
SER_0849_1261_25,18:41:37,18:41:37,25,1261,SER_0849
SER_0849_4360_26,18:43:21,18:43:21,26,4360,SER_0849
SER_0849_963_27,18:44:42,18:44:42,27,963,SER_0849
SER_0849_3490_28,18:46:50,18:46:50,28,3490,SER_0849
SER_0849_2312_29,18:49:34,18:49:34,29,2312,SER_0849
SER_0849_2405_30,18:51:10,18:51:10,30,2405,SER_0849
SER_0849_533_31,18:52:03,18:52:03,31,533,SER_0849
SER_0849_2122_32,18:52:43,18:52:43,32,2122,SER_0849
SER_0849_1503_33,18:54:31,18:54:31,33,1503,SER_0849
SER_0849_2587_34,18:56:09,18:56:09,34,2587,SER_0849
SER_0849_3139_35,18:57:18,18:57:18,35,3139,SER_0849
SER_0849_1736_36,18:58:45,18:58:45,36,1736,SER_0849
SER_0849_43_37,19:01:00,19:01:00,37,43,SER_0849
SER_0849_1586_38,19:03:04,19:03:04,38,1586,SER_0849
SER_0849_2483_39,19:04:57,19:04:57,39,2483,SER_0849
SER_0849_2489_40,19:06:55,19:06:55,40,2489,SER_0849
SER_0849_2510_41,19:08:20,19:08:20,41,2510,SER_0849
SER_0849_3872_42,19:10:42,19:10:42,42,3872,SER_0849
SER_0849_280_43,19:11:50,19:11:50,43,280,SER_0849
SER_0849_3956_44,19:14:27,19:14:27,44,3956,SER_0849
SER_09a1_1715_0,16:50:10,16:50:10,0,1715,SER_09a1
SER_09a1_419_1,16:52:51,16:52:51,1,419,SER_09a1
SER_09a1_4539_2,16:56:44,16:56:44,2,4539,SER_09a1
SER_09a1_4496_3,16:58:09,16:58:09,3,4496,SER_09a1
SER_09a1_4533_4,16:58:41,16:58:41,4,4533,SER_09a1
SER_09a1_3839_5,16:59:55,16:59:55,5,3839,SER_09a1
SER_09a1_159_6,17:01:13,17:01:13,6,159,SER_09a1
SER_09a1_2338_7,17:02:12,17:02:12,7,2338,SER_09a1
SER_09a1_4497_8,17:02:52,17:02:52,8,4497,SER_09a1
SER_09a1_1810_9,17:04:29,17:04:29,9,1810,SER_09a1
SER_09a1_3181_10,17:06:49,17:06:49,10,3181,SER_09a1
SER_09ea_1159_0,07:44:59,07:44:59,0,1159,SER_09ea
SER_09ea_4144_1,07:46:28,07:46:28,1,4144,SER_09ea
SER_09ea_2258_2,07:47:39,07:47:39,2,2258,SER_09ea
SER_09ea_3810_3,07:49:54,07:49:54,3,3810,SER_09ea
SER_09ea_3687_4,07:51:11,07:51:11,4,3687,SER_09ea
SER_09ea_2674_5,07:52:31,07:52:31,5,2674,SER_09ea
SER_09ea_3650_6,07:55:48,07:55:48,6,3650,SER_09ea
SER_09ea_2752_7,07:57:06,07:57:06,7,2752,SER_09ea
SER_09ea_2056_8,07:59:01,07:59:01,8,2056,SER_09ea
SER_09ea_4178_9,08:01:07,08:01:07,9,4178,SER_09ea
SER_09ea_2254_10,08:08:17,08:08:17,10,2254,SER_09ea
SER_09ea_2988_11,08:10:08,08:10:08,11,2988,SER_09ea
SER_09ea_1876_12,08:15:20,08:15:20,12,1876,SER_09ea
SER_09ea_4939_13,08:52:48,08:52:48,13,4939,SER_09ea
SER_09ea_926_14,08:57:17,08:57:17,14,926,SER_09ea
SER_09ea_2016_15,08:59:24,08:59:24,15,2016,SER_09ea
SER_09ea_4457_16,09:02:14,09:02:14,16,4457,SER_09ea
SER_09ea_4455_17,09:03:11,09:03:11,17,4455,SER_09ea
SER_0a2d_1151_0,18:04:49,18:04:49,0,1151,SER_0a2d
SER_0a2d_1742_1,18:07:11,18:07:11,1,1742,SER_0a2d
SER_0a2d_4033_2,18:09:26,18:09:26,2,4033,SER_0a2d
SER_0a2d_2000_3,18:10:13,18:10:13,3,2000,SER_0a2d
SER_0a2d_463_4,18:11:50,18:11:50,4,463,SER_0a2d
SER_0a2d_696_5,18:12:53,18:12:53,5,696,SER_0a2d
SER_0a2d_793_6,18:13:54,18:13:54,6,793,SER_0a2d
SER_0a2d_1451_7,18:16:19,18:16:19,7,1451,SER_0a2d
SER_0a2d_1107_8,18:19:33,18:19:33,8,1107,SER_0a2d
SER_0a2d_1402_9,18:21:33,18:21:33,9,1402,SER_0a2d
SER_0a2d_4670_10,18:23:47,18:23:47,10,4670,SER_0a2d
SER_0a2d_4660_11,18:24:38,18:24:38,11,4660,SER_0a2d
SER_0a2d_4671_12,18:27:40,18:27:40,12,4671,SER_0a2d
SER_0a2d_3612_13,18:29:06,18:29:06,13,3612,SER_0a2d
SER_0a2d_3049_14,18:31:58,18:31:58,14,3049,SER_0a2d
SER_0a2d_1698_15,18:33:19,18:33:19,15,1698,SER_0a2d
SER_0a2d_2667_16,18:35:21,18:35:21,16,2667,SER_0a2d
SER_0a2d_808_17,18:36:34,18:36:34,17,808,SER_0a2d
SER_0a2d_1795_18,18:37:23,18:37:23,18,1795,SER_0a2d
SER_0a2d_2846_19,18:39:22,18:39:22,19,2846,SER_0a2d
SER_0a2d_2894_20,18:40:44,18:40:44,20,2894,SER_0a2d
SER_0a2d_2904_21,18:41:36,18:41:36,21,2904,SER_0a2d
SER_0a92_3224_0,13:10:52,13:10:52,0,3224,SER_0a92
SER_0a92_4006_1,13:45:19,13:45:19,1,4006,SER_0a92
SER_0a92_2754_2,14:41:40,14:41:40,2,2754,SER_0a92
SER_0a92_1536_3,15:12:13,15:12:13,3,1536,SER_0a92
SER_0a92_941_4,15:14:18,15:14:18,4,941,SER_0a92
SER_0a92_3579_5,15:15:59,15:15:59,5,3579,SER_0a92
SER_0a92_2444_6,15:17:39,15:17:39,6,2444,SER_0a92
SER_0a92_507_7,15:19:20,15:19:20,7,507,SER_0a92
SER_0a92_4654_8,15:21:20,15:21:20,8,4654,SER_0a92
SER_0a92_1568_9,15:22:21,15:22:21,9,1568,SER_0a92
SER_0a92_4252_10,15:24:42,15:24:42,10,4252,SER_0a92
SER_0a92_1499_11,15:25:56,15:25:56,11,1499,SER_0a92
SER_0a92_3910_12,15:27:12,15:27:12,12,3910,SER_0a92
SER_0a92_3364_13,15:28:21,15:28:21,13,3364,SER_0a92
SER_0a92_1181_14,15:29:16,15:29:16,14,1181,SER_0a92
SER_0a92_1490_15,15:29:59,15:29:59,15,1490,SER_0a92
SER_0a92_1813_16,15:30:28,15:30:28,16,1813,SER_0a92
SER_0a92_4059_17,15:30:52,15:30:52,17,4059,SER_0a92
SER_0a92_4241_18,15:32:02,15:32:02,18,4241,SER_0a92
SER_0a92_3884_19,15:33:07,15:33:07,19,3884,SER_0a92
SER_0a92_1578_20,15:34:14,15:34:14,20,1578,SER_0a92
SER_0a92_2930_21,15:35:37,15:35:37,21,2930,SER_0a92
SER_0a92_4198_22,15:37:11,15:37:11,22,4198,SER_0a92
SER_0a92_1340_23,15:38:07,15:38:07,23,1340,SER_0a92
SER_0a92_4330_24,15:40:06,15:40:06,24,4330,SER_0a92
SER_0a92_942_25,15:43:00,15:43:00,25,942,SER_0a92
SER_0a92_3902_26,15:44:09,15:44:09,26,3902,SER_0a92
SER_0a92_2440_27,15:45:21,15:45:21,27,2440,SER_0a92
SER_0a92_3693_28,15:47:20,15:47:20,28,3693,SER_0a92
SER_0a92_140_29,15:47:46,15:47:46,29,140,SER_0a92
SER_0a92_3301_30,15:50:29,15:50:29,30,3301,SER_0a92
SER_0a92_1914_31,15:51:54,15:51:54,31,1914,SER_0a92
SER_0a92_1584_32,15:52:57,15:52:57,32,1584,SER_0a92
SER_0a92_4324_33,15:53:18,15:53:18,33,4324,SER_0a92
SER_0a92_501_34,15:55:45,15:55:45,34,501,SER_0a92
SER_0a92_1153_35,15:57:41,15:57:41,35,1153,SER_0a92
SER_0a92_297_36,15:59:20,15:59:20,36,297,SER_0a92
SER_0a92_1311_37,15:59:31,15:59:31,37,1311,SER_0a92
SER_0a92_1637_38,16:00:48,16:00:48,38,1637,SER_0a92
SER_0aa5_2917_0,06:38:45,06:38:45,0,2917,SER_0aa5
SER_0aa5_615_1,06:58:00,06:58:00,1,615,SER_0aa5
SER_0aa5_1551_2,06:58:51,06:58:51,2,1551,SER_0aa5
SER_0aa5_1775_3,07:00:39,07:00:39,3,1775,SER_0aa5
SER_0aa5_3003_4,07:06:30,07:06:30,4,3003,SER_0aa5
SER_0aa5_4443_5,07:10:16,07:10:16,5,4443,SER_0aa5
SER_0aa5_1289_6,07:15:00,07:15:00,6,1289,SER_0aa5
SER_0aa5_97_7,07:16:20,07:16:20,7,97,SER_0aa5
SER_0aa5_1077_8,07:16:31,07:16:31,8,1077,SER_0aa5
SER_0aa5_3916_9,07:18:32,07:18:32,9,3916,SER_0aa5
SER_0aa5_1193_10,07:20:54,07:20:54,10,1193,SER_0aa5
SER_0aa5_3748_11,07:21:14,07:21:14,11,3748,SER_0aa5
SER_0aa5_4334_12,07:21:38,07:21:38,12,4334,SER_0aa5
SER_0aa5_174_13,07:27:14,07:27:14,13,174,SER_0aa5
SER_0aa5_3082_14,07:31:50,07:31:50,14,3082,SER_0aa5
SER_0aa5_4442_15,07:37:06,07:37:06,15,4442,SER_0aa5
SER_0aa5_2908_16,07:39:34,07:39:34,16,2908,SER_0aa5
SER_0aa5_4785_17,07:41:06,07:41:06,17,4785,SER_0aa5
SER_0aa5_4546_18,07:42:33,07:42:33,18,4546,SER_0aa5
SER_0aa5_3876_19,07:42:49,07:42:49,19,3876,SER_0aa5
SER_0aa5_2704_20,07:45:09,07:45:09,20,2704,SER_0aa5
SER_0aa5_797_21,07:46:24,07:46:24,21,797,SER_0aa5
SER_0aa5_2946_22,07:48:13,07:48:13,22,2946,SER_0aa5
SER_0aa5_632_23,07:49:29,07:49:29,23,632,SER_0aa5
SER_0aa5_2677_24,07:50:19,07:50:19,24,2677,SER_0aa5
SER_0aa5_1705_25,07:52:10,07:52:10,25,1705,SER_0aa5
SER_0aa5_3998_26,07:54:10,07:54:10,26,3998,SER_0aa5
SER_0aa5_3739_27,07:55:25,07:55:25,27,3739,SER_0aa5
SER_0aa5_2301_28,07:56:20,07:56:20,28,2301,SER_0aa5
SER_0aa5_3402_29,07:59:56,07:59:56,29,3402,SER_0aa5
SER_0aa5_4351_30,08:01:01,08:01:01,30,4351,SER_0aa5
SER_0aa5_1675_31,08:01:53,08:01:53,31,1675,SER_0aa5
SER_0aa5_786_32,08:03:22,08:03:22,32,786,SER_0aa5
SER_0aa5_2612_33,08:04:37,08:04:37,33,2612,SER_0aa5
SER_0aa5_3279_34,08:05:46,08:05:46,34,3279,SER_0aa5
SER_0aa5_4788_35,08:07:27,08:07:27,35,4788,SER_0aa5
SER_0aa5_71_36,08:08:39,08:08:39,36,71,SER_0aa5
SER_0aa5_3573_37,08:08:53,08:08:53,37,3573,SER_0aa5
SER_0aa5_2940_38,08:10:11,08:10:11,38,2940,SER_0aa5
SER_0aa5_907_39,08:11:23,08:11:23,39,907,SER_0aa5
SER_0aa5_1094_40,08:12:10,08:12:10,40,1094,SER_0aa5
SER_0aa5_1473_41,08:12:40,08:12:40,41,1473,SER_0aa5
SER_0aa5_4441_42,08:13:10,08:13:10,42,4441,SER_0aa5
SER_0aa5_119_43,08:15:33,08:15:33,43,119,SER_0aa5
SER_0aa5_4076_44,08:17:42,08:17:42,44,4076,SER_0aa5
SER_0aa5_1872_45,08:23:00,08:23:00,45,1872,SER_0aa5
SER_0aa5_4429_46,08:24:05,08:24:05,46,4429,SER_0aa5
SER_0aa5_1533_47,08:26:55,08:26:55,47,1533,SER_0aa5
SER_0aa5_3926_48,08:27:10,08:27:10,48,3926,SER_0aa5
SER_0aa5_1977_49,08:28:14,08:28:14,49,1977,SER_0aa5
SER_0aa5_1439_50,08:29:31,08:29:31,50,1439,SER_0aa5
SER_0aa5_868_51,08:38:45,08:38:45,51,868,SER_0aa5
SER_0aa5_566_52,08:46:44,08:46:44,52,566,SER_0aa5
SER_0aa5_2323_53,08:46:57,08:46:57,53,2323,SER_0aa5
SER_0aa5_5006_54,08:53:09,08:53:09,54,5006,SER_0aa5
SER_0aa5_4392_55,08:57:17,08:57:17,55,4392,SER_0aa5
SER_0aa5_4789_56,08:58:52,08:58:52,56,4789,SER_0aa5
SER_0aa5_4786_57,09:01:28,09:01:28,57,4786,SER_0aa5
SER_0aa5_2660_58,09:03:57,09:03:57,58,2660,SER_0aa5
SER_0aa5_1928_59,09:04:53,09:04:53,59,1928,SER_0aa5
SER_0aa5_1668_60,09:06:40,09:06:40,60,1668,SER_0aa5
SER_0aa5_3962_61,09:08:23,09:08:23,61,3962,SER_0aa5
SER_0aa5_3725_62,09:09:39,09:09:39,62,3725,SER_0aa5
SER_0aa5_4013_63,09:12:43,09:12:43,63,4013,SER_0aa5
SER_0aa5_1949_64,09:16:00,09:16:00,64,1949,SER_0aa5
